n,url,titulo,plataforma,cuenta,fecha,views,likes,comments,formato,transcripto
752,https://vt.tiktok.com/ZSfWTtMBY,top semanal @elsenseiexplica ZSfWTtMBY,tiktok,@elsenseiexplica,2025-11-26,,,,tiktok,no
753,https://www.tiktok.com/@elsenseielsabio/video/7564106052736732434,top semanal @senseielsabio 7564106052736732434,tiktok,@senseielsabio,2025-10-22,,,,tiktok,no
754,https://www.tiktok.com/@elsenseielsabio/video/7574095904890834183,top semanal @senseielsabio 7574095904890834183,tiktok,@senseielsabio,2025-11-19,,,,tiktok,no
755,https://www.tiktok.com/@elsenseielsabio/video/7568203864600612103,top semanal @senseielsabio 7568203864600612103,tiktok,@senseielsabio,2025-10-29,,,,tiktok,no
756,https://www.youtube.com/shorts/0Pc4N_r6cMA,top semanal @elsenseiexplica 0Pc4N_r6cMA,youtube,@elsenseiexplica,2025-10-29,,,,short,no
757,https://www.tiktok.com/t/ZTMQBHAGT,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-08-15,,,,tiktok,no
758,https://www.tiktok.com/@senseisinpelos_/video/7564087500604542226,top semanal @senseisinpelo 7564087500604542226,tiktok,@senseisinpelo,2025-10-22,,,,tiktok,no
759,https://www.instagram.com/p/DRpS8LrkS--/,top semanal cuenta sin dato DRpS8LrkS--,instagram,SIN DATO (CM: Fabiola),2025-11-26,,,,reel,no
760,https://www.instagram.com/reel/DP7CiYAEelA/,top semanal cuenta sin dato DP7CiYAEelA,instagram,SIN DATO (CM: Kelly),2025-10-16,,,,reel,no
761,https://www.youtube.com/shorts/nqAFGe-kRKk,top semanal @senseideverdad nqAFGe-kRKk,youtube,@senseideverdad,2025-10-20,,,,short,no
762,https://www.instagram.com/reel/DP1Z3Lsjd8I/,top semanal cuenta sin dato DP1Z3Lsjd8I,instagram,SIN DATO (CM: Kelly),2025-10-09,,,,reel,no
763,https://www.youtube.com/shorts/DqpZmAA5Dkw,top semanal @senseimentalidad DqpZmAA5Dkw,youtube,@senseimentalidad,2025-10-16,,,,short,no
764,https://www.tiktok.com/t/ZTMQBQLnY,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-09-05,,,,tiktok,no
765,https://www.instagram.com/p/DQ1_gLHDxJX/,top semanal cuenta sin dato DQ1_gLHDxJX,instagram,SIN DATO (CM: Fabiola),2025-11-05,,,,reel,no
766,https://vt.tiktok.com/ZSU9Fxfjf,top semanal @senseifit ZSU9Fxfjf,tiktok,@senseifit,2025-10-09,,,,tiktok,no
767,https://www.youtube.com/shorts/dIhxtPUbTy0,top semanal @alestilodelsensei dIhxtPUbTy0,youtube,@alestilodelsensei,2025-10-20,,,,short,no
768,https://vt.tiktok.com/ZSynNc7vE,top semanal @senseideverdad ZSynNc7vE,tiktok,@senseideverdad,2025-11-05,,,,tiktok,no
769,https://www.instagram.com/reel/DRKmC__AEJJ/,top semanal cuenta sin dato DRKmC__AEJJ,instagram,SIN DATO (CM: Valeria),2025-11-12,,,,reel,no
770,https://www.youtube.com/shorts/CuwFMMDziCM,top semanal @elsenseiexplica CuwFMMDziCM,youtube,@elsenseiexplica,2025-11-05,,,,short,no
771,https://www.instagram.com/reel/DRXPwAoEc4P/,top semanal cuenta sin dato DRXPwAoEc4P,instagram,SIN DATO (CM: Fabiola),2025-11-19,,,,reel,no
772,https://vt.tiktok.com/ZSUK1YsMk,top semanal @habitosdelsensei ZSUK1YsMk,tiktok,@habitosdelsensei,2025-08-08,,,,tiktok,no
773,https://www.tiktok.com/t/ZTMQBQqKN,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-08-29,,,,tiktok,no
774,https://www.tiktok.com/@senseisinpelos_/video/7567778230577532168,top semanal @senseisinpelo 7567778230577532168,tiktok,@senseisinpelo,2025-10-29,,,,tiktok,no
775,https://www.tiktok.com/t/ZTMQkwEvF,top semanal @elrealsensei t,tiktok,@elrealsensei,2025-08-15,,,,tiktok,no
776,https://www.instagram.com/reel/DPwoMs_D74g/,top semanal cuenta sin dato DPwoMs_D74g,instagram,SIN DATO (CM: Kelly),2025-10-09,,,,reel,no
777,https://www.youtube.com/shorts/NHULlsWWcZA,top semanal @senseimentalidad NHULlsWWcZA,youtube,@senseimentalidad,2025-10-29,,,,short,no
778,https://www.instagram.com/reel/DP6fZXajSzE/,top semanal cuenta sin dato DP6fZXajSzE,instagram,SIN DATO (CM: Kelly),2025-10-16,,,,reel,no
779,https://vt.tiktok.com/ZSyLpvPuM,top semanal @elsenseiexplica ZSyLpvPuM,tiktok,@elsenseiexplica,2025-10-22,,,,tiktok,no
780,https://www.youtube.com/shorts/RcuLgL_LsR0,top semanal @senseisinpelo RcuLgL_LsR0,youtube,@senseisinpelo,2025-11-26,,,,short,no
781,https://www.tiktok.com/t/ZTMQBLpnP,top semanal @elrealsensei t,tiktok,@elrealsensei,2025-08-22,,,,tiktok,no
782,https://www.instagram.com/reel/DRSJ1psAHSD/,top semanal cuenta sin dato DRSJ1psAHSD,instagram,SIN DATO (CM: Fabiola),2025-11-19,,,,reel,no
783,https://www.youtube.com/shorts/sE0FEtd9-rE,top semanal @senseimentalidad sE0FEtd9-rE,youtube,@senseimentalidad,2025-11-05,,,,short,no
784,https://www.instagram.com/reel/DP6un_SDvOz/,top semanal cuenta sin dato DP6un_SDvOz,instagram,SIN DATO (CM: kelly),2025-10-16,,,,reel,no
785,https://www.instagram.com/reel/DRKfxFYDgE4/,top semanal cuenta sin dato DRKfxFYDgE4,instagram,SIN DATO (CM: Valeria),2025-11-12,,,,reel,no
786,https://vt.tiktok.com/ZSUKxLQsU,top semanal @senseideverdad ZSUKxLQsU,tiktok,@senseideverdad,2025-09-05,,,,tiktok,no
787,https://www.instagram.com/reel/DRNtJcqESjy/,top semanal cuenta sin dato DRNtJcqESjy,instagram,SIN DATO (CM: Kelly),2025-11-12,,,,reel,no
788,https://www.instagram.com/reel/DPEpGT5kYyD/,top semanal cuenta sin dato DPEpGT5kYyD,instagram,SIN DATO (CM: María),2025-09-26,,,,reel,no
789,https://www.tiktok.com/@elsenseielsabio/video/7577787224968760583,top semanal @senseielsabio 7577787224968760583,tiktok,@senseielsabio,2025-11-26,,,,tiktok,no
790,https://www.instagram.com/reel/DRNqiiTkiUp/,top semanal cuenta sin dato DRNqiiTkiUp,instagram,SIN DATO (CM: Kelly),2025-11-12,,,,reel,no
791,https://www.instagram.com/reel/DP19gLGkoRU/,top semanal cuenta sin dato DP19gLGkoRU,instagram,SIN DATO (CM: Kelly),2025-10-09,,,,reel,no
792,https://www.instagram.com/p/DRKjvfBEcSH/,top semanal cuenta sin dato DRKjvfBEcSH,instagram,SIN DATO (CM: Fabiola),2025-11-12,,,,reel,no
793,https://vt.tiktok.com/ZSynNfSaK,top semanal @senseicontenidos ZSynNfSaK,tiktok,@senseicontenidos,2025-11-05,,,,tiktok,no
794,https://www.instagram.com/reel/DP6qwcyDic8/,top semanal @habitosdelsensei DP6qwcyDic8,instagram,@habitosdelsensei,2025-10-16,,,,reel,no
795,https://www.instagram.com/reel/DPejvJJkSWM/,top semanal cuenta sin dato DPejvJJkSWM,instagram,SIN DATO (CM: María),2025-10-02,,,,reel,no
796,https://www.instagram.com/p/DQ4v5RvEXEj/,top semanal cuenta sin dato DQ4v5RvEXEj,instagram,SIN DATO (CM: Fabiola),2025-11-05,,,,reel,no
797,https://www.instagram.com/reel/DQ14k6PgN2e/,top semanal cuenta sin dato DQ14k6PgN2e,instagram,SIN DATO (CM: Valeria),2025-11-05,,,,reel,no
798,https://vt.tiktok.com/ZSUKqC61A,top semanal @senseicontenidos ZSUKqC61A,tiktok,@senseicontenidos,2025-08-08,,,,tiktok,no
799,https://www.instagram.com/reel/DQ4n0i3kfXy/,top semanal cuenta sin dato DQ4n0i3kfXy,instagram,SIN DATO (CM: Kelly),2025-11-05,,,,reel,no
800,https://www.instagram.com/p/DQey4sCkWSd/,top semanal cuenta sin dato DQey4sCkWSd,instagram,SIN DATO (CM: Fabiola),2025-10-29,,,,reel,no
801,https://www.instagram.com/reel/DPg8mfmDTiy/,top semanal @senseialma DPg8mfmDTiy,instagram,@senseialma,2025-10-02,,,,reel,no
802,https://vt.tiktok.com/ZSUKbg9Nd,top semanal @senseicontenidos ZSUKbg9Nd,tiktok,@senseicontenidos,2025-09-19,,,,tiktok,no
803,https://www.instagram.com/reel/DRNsk71khV0/,top semanal cuenta sin dato DRNsk71khV0,instagram,SIN DATO (CM: Kelly),2025-11-12,,,,reel,no
804,https://www.instagram.com/reel/DQ4iDTlDvao/,top semanal cuenta sin dato DQ4iDTlDvao,instagram,SIN DATO (CM: Valeria),2025-11-05,,,,reel,no
805,https://www.instagram.com/reel/DQ4JymfDl0s/,top semanal cuenta sin dato DQ4JymfDl0s,instagram,SIN DATO (CM: Kelly),2025-11-05,,,,reel,no
806,https://www.instagram.com/reel/DPRa-Yxjr8A/,top semanal @habitosdelsensei DPRa-Yxjr8A,instagram,@habitosdelsensei,2025-09-26,,,,reel,no
807,https://www.youtube.com/shorts/Zv0LXqZX0PY,top semanal @elsenseiexplica Zv0LXqZX0PY,youtube,@elsenseiexplica,2025-11-12,,,,short,no
808,https://www.instagram.com/reel/DPHKHI1DYfG/,top semanal @senseialma DPHKHI1DYfG,instagram,@senseialma,2025-09-26,,,,reel,no
809,https://vt.tiktok.com/ZSUKHmwVk,top semanal @senseideverdad ZSUKHmwVk,tiktok,@senseideverdad,2025-08-01,,,,tiktok,no
810,https://vt.tiktok.com/ZSUK9GRB8,top semanal @senseideverdad ZSUK9GRB8,tiktok,@senseideverdad,2025-08-29,,,,tiktok,no
811,https://www.instagram.com/reel/DPZhZFbjjtl/,top semanal @habitosdelsensei DPZhZFbjjtl,instagram,@habitosdelsensei,2025-10-02,,,,reel,no
812,https://www.instagram.com/reel/DRNsMeVDzEL/,top semanal cuenta sin dato DRNsMeVDzEL,instagram,SIN DATO (CM: Kelly),2025-11-12,,,,reel,no
813,https://vt.tiktok.com/ZSUKQYeLM,top semanal @Lavozdelsensei ZSUKQYeLM,tiktok,@Lavozdelsensei,2025-08-01,,,,tiktok,no
814,https://www.instagram.com/reel/DQj7AYLgBsg/,top semanal cuenta sin dato DQj7AYLgBsg,instagram,SIN DATO (CM: Valeria),2025-10-29,,,,reel,no
815,https://www.instagram.com/reel/DP4Cj27Df7t/,top semanal @senseialma DP4Cj27Df7t,instagram,@senseialma,2025-10-16,,,,reel,no
816,https://vt.tiktok.com/ZSUEmpQw9,top semanal @alestilodelsensei ZSUEmpQw9,tiktok,@alestilodelsensei,2025-08-15,,,,tiktok,no
817,https://www.instagram.com/reel/DQe_LAjlG2r/,top semanal cuenta sin dato DQe_LAjlG2r,instagram,SIN DATO (CM: Valeria),2025-10-29,,,,reel,no
818,https://www.instagram.com/reel/DQ4vM5tj2N2/,top semanal cuenta sin dato DQ4vM5tj2N2,instagram,SIN DATO (CM: Kelly),2025-11-05,,,,reel,no
819,https://www.instagram.com/reel/DQM9w9Fj4Iq/,top semanal cuenta sin dato DQM9w9Fj4Iq,instagram,SIN DATO (CM: Kelly),2025-10-22,,,,reel,no
820,https://www.instagram.com/reel/DP_4E94DtPN/,top semanal cuenta sin dato DP_4E94DtPN,instagram,SIN DATO (CM: Valeria),2025-10-16,,,,reel,no
821,https://www.instagram.com/reel/DQZpTO0jsBr/,top semanal cuenta sin dato DQZpTO0jsBr,instagram,SIN DATO (CM: Valeria),2025-10-22,,,,reel,no
822,https://vt.tiktok.com/ZSUKHCY3e,top semanal @senseideverdad ZSUKHCY3e,tiktok,@senseideverdad,2025-08-08,,,,tiktok,no
823,https://vt.tiktok.com/ZSU9RjnFh,top semanal @senseimentalidad ZSU9RjnFh,tiktok,@senseimentalidad,2025-10-09,,,,tiktok,no
824,https://www.tiktok.com/@senseisinpelos_/video/7577114993146072327,top semanal @senseisinpelo 7577114993146072327,tiktok,@senseisinpelo,2025-11-26,,,,tiktok,no
825,https://www.instagram.com/reel/DQKIPt9DWcb/,top semanal cuenta sin dato DQKIPt9DWcb,instagram,SIN DATO (CM: Kelly),2025-10-22,,,,reel,no
826,https://www.instagram.com/reel/DQM6jt3kTKf/,top semanal cuenta sin dato DQM6jt3kTKf,instagram,SIN DATO (CM: Kelly),2025-10-22,,,,reel,no
827,https://vt.tiktok.com/ZSUK9dk1M,top semanal @senseideverdad ZSUK9dk1M,tiktok,@senseideverdad,2025-08-15,,,,tiktok,no
828,https://www.instagram.com/p/DRpRVXDAIgQ/,top semanal cuenta sin dato DRpRVXDAIgQ,instagram,SIN DATO (CM: Fabiola),2025-11-26,,,,reel,no
829,https://www.instagram.com/reel/DQhMxIdDiCz/,top semanal cuenta sin dato DQhMxIdDiCz,instagram,SIN DATO (CM: Kelly),2025-10-29,,,,reel,no
830,https://www.instagram.com/reel/DQmLzPNjQR5/,top semanal cuenta sin dato DQmLzPNjQR5,instagram,SIN DATO (CM: Kelly),2025-10-29,,,,reel,no
831,https://www.instagram.com/reel/DQCTCDdjct4/,top semanal cuenta sin dato DQCTCDdjct4,instagram,SIN DATO (CM: Kelly),2025-10-18,,,,reel,no
832,https://www.instagram.com/reel/DQ4KaahjqAR/,top semanal cuenta sin dato DQ4KaahjqAR,instagram,SIN DATO (CM: Kelly),2025-11-05,,,,reel,no
833,https://www.instagram.com/reel/DQKKZwkkca3/,top semanal cuenta sin dato DQKKZwkkca3,instagram,SIN DATO (CM: Kelly),2025-10-22,,,,reel,no
834,https://www.instagram.com/reel/DQIBO-4Emi3/,top semanal cuenta sin dato DQIBO-4Emi3,instagram,SIN DATO (CM: Kelly),2025-10-22,,,,reel,no
835,https://vt.tiktok.com/ZSUKV26UL,top semanal @Lavozdelsensei ZSUKV26UL,tiktok,@Lavozdelsensei,2025-08-29,,,,tiktok,no
836,https://www.instagram.com/reel/DQeqZs0kYGG/,top semanal cuenta sin dato DQeqZs0kYGG,instagram,SIN DATO (CM: Kelly),2025-10-29,,,,reel,no
837,https://www.youtube.com/shorts/_pUOvzBfHq8,top semanal @senseideverdad _pUOvzBfHq8,youtube,@senseideverdad,2025-10-16,,,,short,no
838,https://www.youtube.com/shorts/YT6qh-lz19w,top semanal @senseimentalidad YT6qh-lz19w,youtube,@senseimentalidad,2025-10-22,,,,short,no
839,https://www.youtube.com/shorts/LC8DmQs8YDE,top semanal @senseimentalidad LC8DmQs8YDE,youtube,@senseimentalidad,2025-10-09,,,,short,no
840,https://www.instagram.com/reel/DQj6kz1ib0f/,top semanal cuenta sin dato DQj6kz1ib0f,instagram,SIN DATO (CM: Kelly),2025-10-29,,,,reel,no
841,https://www.youtube.com/shorts/zuZ-wzoNKf0,top semanal @senseisinpelo zuZ-wzoNKf0,youtube,@senseisinpelo,2025-11-05,,,,short,no
842,https://www.tiktok.com/@senseisinpelos_/video/7569648170507111687,top semanal @senseisinpelo 7569648170507111687,tiktok,@senseisinpelo,2025-11-05,,,,tiktok,no
843,https://vt.tiktok.com/ZSytvSLhR,top semanal @elsenseiexplica ZSytvSLhR,tiktok,@elsenseiexplica,2025-11-05,,,,tiktok,no
844,https://vt.tiktok.com/ZSfFXBBCW,top semanal @elrealsensei ZSfFXBBCW,tiktok,@elrealsensei,2025-11-12,,,,tiktok,no
845,https://vt.tiktok.com/ZSytvHLDB,top semanal @elrealsensei ZSytvHLDB,tiktok,@elrealsensei,2025-11-05,,,,tiktok,no
846,https://www.instagram.com/reel/DQcKyeQkaov/,top semanal cuenta sin dato DQcKyeQkaov,instagram,SIN DATO (CM: Kelly),2025-10-29,,,,reel,no
847,https://www.instagram.com/reel/DQr-u1kEcse/,top semanal cuenta sin dato DQr-u1kEcse,instagram,SIN DATO (CM: Kelly),2025-11-05,,,,reel,no
848,https://vt.tiktok.com/ZSy5YLAsV,top semanal @elrealsensei ZSy5YLAsV,tiktok,@elrealsensei,2025-10-29,,,,tiktok,no
849,https://www.instagram.com/reel/DQCslCWidiW/,top semanal cuenta sin dato DQCslCWidiW,instagram,SIN DATO (CM: Kelly),2025-10-18,,,,reel,no
850,https://www.youtube.com/shorts/3t5tUKx6B4E,top semanal @senseimentalidad 3t5tUKx6B4E,youtube,@senseimentalidad,2025-11-26,,,,short,no
851,https://vt.tiktok.com/ZSUK9H8cY,top semanal @senseideverdad ZSUK9H8cY,tiktok,@senseideverdad,2025-08-22,,,,tiktok,no
852,https://vt.tiktok.com/ZSUEm3WLf,top semanal @alestilodelsensei ZSUEm3WLf,tiktok,@alestilodelsensei,2025-08-08,,,,tiktok,no
853,https://vt.tiktok.com/ZSUEmKxb4,top semanal @alestilodelsensei ZSUEmKxb4,tiktok,@alestilodelsensei,2025-08-22,,,,tiktok,no
854,https://www.youtube.com/shorts/2N5A8rNxMFI,top semanal @senseimentalidad 2N5A8rNxMFI,youtube,@senseimentalidad,2025-10-02,,,,short,no
855,https://www.tiktok.com/@senseisinpelos_/video/7573365062916721928,top semanal @senseisinpelo 7573365062916721928,tiktok,@senseisinpelo,2025-11-12,,,,tiktok,no
856,https://www.youtube.com/shorts/t3usGahGJO8,top semanal @senseimentalidad t3usGahGJO8,youtube,@senseimentalidad,2025-09-26,,,,short,no
857,https://vt.tiktok.com/ZSUKbPpNk,top semanal @senseicontenidos ZSUKbPpNk,tiktok,@senseicontenidos,2025-08-29,,,,tiktok,no
858,https://www.instagram.com/reel/DQCr6E_jwNy/,top semanal cuenta sin dato DQCr6E_jwNy,instagram,SIN DATO (CM: Kelly),2025-10-18,,,,reel,no
859,https://www.youtube.com/shorts/AxQjSnfdWAk,top semanal @elrealsensei AxQjSnfdWAk,youtube,@elrealsensei,2025-11-05,,,,short,no
860,https://vt.tiktok.com/ZSyLpxyVU,top semanal @elrealsensei ZSyLpxyVU,tiktok,@elrealsensei,2025-10-22,,,,tiktok,no
861,https://www.instagram.com/reel/DQCm5DeESWq/,top semanal cuenta sin dato DQCm5DeESWq,instagram,SIN DATO (CM: Kelly),2025-10-18,,,,reel,no
862,https://vt.tiktok.com/ZSUKxkDs5,top semanal @senseideverdad ZSUKxkDs5,tiktok,@senseideverdad,2025-09-12,,,,tiktok,no
863,https://www.instagram.com/reel/DQPS81SgAkd/,top semanal cuenta sin dato DQPS81SgAkd,instagram,SIN DATO (CM: Valeria),2025-10-22,,,,reel,no
864,https://www.instagram.com/reel/DQMrFYTEQdG/,top semanal cuenta sin dato DQMrFYTEQdG,instagram,SIN DATO (CM: Fabiola),2025-10-22,,,,reel,no
865,https://vt.tiktok.com/ZSUEurLLX,top semanal @alestilodelsensei ZSUEurLLX,tiktok,@alestilodelsensei,2025-08-29,,,,tiktok,no
866,https://vt.tiktok.com/ZSUKqUK8f,top semanal @senseicontenidos ZSUKqUK8f,tiktok,@senseicontenidos,2025-08-15,,,,tiktok,no
867,https://www.instagram.com/reel/DPZU-zvkfRC/,top semanal cuenta sin dato DPZU-zvkfRC,instagram,SIN DATO (CM: María),2025-10-02,,,,reel,no
868,https://vt.tiktok.com/ZSUKxSQGh,top semanal @senseideverdad ZSUKxSQGh,tiktok,@senseideverdad,2025-09-19,,,,tiktok,no
869,https://vt.tiktok.com/ZSUKVPUDK,top semanal @Lavozdelsensei ZSUKVPUDK,tiktok,@Lavozdelsensei,2025-09-12,,,,tiktok,no
870,https://vt.tiktok.com/ZSUK4x66q,top semanal @Lavozdelsensei ZSUK4x66q,tiktok,@Lavozdelsensei,2025-08-22,,,,tiktok,no
871,https://www.youtube.com/shorts/ff0hL0qkBA4,top semanal @habitosdelsensei ff0hL0qkBA4,youtube,@habitosdelsensei,2025-10-02,,,,short,no
872,https://youtu.be/X5fIjITx9Ew,top semanal @senseifit,youtube,@senseifit,2025-11-05,,,,short,no
873,https://www.instagram.com/reel/DPHNasCETcN/,top semanal cuenta sin dato DPHNasCETcN,instagram,SIN DATO (CM: María),2025-09-26,,,,reel,no
874,https://vt.tiktok.com/ZSUKQjYXj,top semanal @Lavozdelsensei ZSUKQjYXj,tiktok,@Lavozdelsensei,2025-08-08,,,,tiktok,no
875,https://www.youtube.com/shorts/r0m0LQU9cs4,top semanal @librosdelsensei r0m0LQU9cs4,youtube,@librosdelsensei,2025-10-22,,,,short,no
876,https://vt.tiktok.com/ZSUEmj7Ny,top semanal @alestilodelsensei ZSUEmj7Ny,tiktok,@alestilodelsensei,2025-08-01,,,,tiktok,no
877,https://www.instagram.com/reel/DQE7TXGkRxk/,top semanal cuenta sin dato DQE7TXGkRxk,instagram,SIN DATO (CM: María),2025-10-16,,,,reel,no
878,https://vt.tiktok.com/ZSUKb5Kkt,top semanal @senseicontenidos ZSUKb5Kkt,tiktok,@senseicontenidos,2025-09-05,,,,tiktok,no
879,https://www.youtube.com/shorts/1CYlYr8e2Ro,top semanal @elsenseiexplica 1CYlYr8e2Ro,youtube,@elsenseiexplica,2025-10-22,,,,short,no
